codice_utente|scuola|regione|nazionale
"SSEE02501C"|7.1|4.7|4.3
"SSEE02504G"|7.1|4.7|4.3
"SSEE02509R"|7.1|4.7|4.3
"SSEE025154"|7.1|4.7|4.3
"SSEE025187"|7.1|4.7|4.3
"SSEE027003"|0|4.7|4.3
"SSEE027036"|0|4.7|4.3
"SSEE02713N"|0|4.7|4.3
"SSEE03100P"|0|4.7|4.3
"SSEE03101Q"|0|4.7|4.3
"SSEE03102R"|0|4.7|4.3
"SSEE03103T"|0|4.7|4.3
"SSEE03200E"|0|4.7|4.3
"SSEE03201G"|0|4.7|4.3
"SSEE03202L"|0|4.7|4.3
"SSEE03203N"|0|4.7|4.3
"SSEE03205Q"|0|4.7|4.3
"SSEE03207T"|0|4.7|4.3
"SSEE032102"|0|4.7|4.3
"SSEE032113"|0|4.7|4.3
"SSEE03600T"|0|4.7|4.3
"SSEE03601V"|0|4.7|4.3
"SSEE036097"|0|4.7|4.3
"SSEE04000D"|0|4.7|4.3
"SSEE04001E"|0|4.7|4.3
"SSEE04003L"|0|4.7|4.3
"SSEE041009"|0|4.7|4.3
"SSEE04101A"|0|4.7|4.3
"SSEE04103C"|0|4.7|4.3
"SSEE04109P"|0|4.7|4.3
"SSEE04900X"|2.3|4.7|4.3
"SSEE049022"|2.3|4.7|4.3
"SSEE049033"|2.3|4.7|4.3
"SSEE049044"|2.3|4.7|4.3
"SSEE049055"|2.3|4.7|4.3
"SSEE05200Q"|4|4.7|4.3
"SSEE05201R"|4|4.7|4.3
"SSEE05202T"|4|4.7|4.3
"SSEE052062"|4|4.7|4.3
"SSEE05800P"|0|4.7|4.3
"SSEE05801Q"|0|4.7|4.3
"SSEE05803T"|0|4.7|4.3
"SSEE05804V"|0|4.7|4.3
"SSEE06201B"|4.3|4.7|4.3
"SSEE06202C"|7.5|4.7|4.3
"SSEE06203D"|7.5|4.7|4.3
"SSEE06204E"|7.5|4.7|4.3
"SSEE06205G"|7.5|4.7|4.3
"SSEE06206L"|7.5|4.7|4.3
"SSEE06207N"|7.5|4.7|4.3
"SSEE80001X"|0|4.7|4.3
"SSEE800024"|0|4.7|4.3
"SSEE800035"|0|4.7|4.3
"SSEE80101V"|0|4.7|4.3
"SSEE80201P"|0|4.7|4.3
"SSEE80203R"|0|4.7|4.3
"SSEE80204T"|0|4.7|4.3
"SSEE80301E"|0|4.7|4.3
"SSEE80302G"|0|4.7|4.3
"SSEE80401A"|0|4.7|4.3
"SSEE805016"|7.1|4.7|4.3
"SSEE805027"|7.1|4.7|4.3
"SSEE805038"|7.1|4.7|4.3
"SSEE806012"|0|4.7|4.3
"SSEE806023"|0|4.7|4.3
"SSEE80701T"|4|4.7|4.3
"SSEE80702V"|4|4.7|4.3
"SSEE80802P"|0|4.7|4.3
"SSEE80804R"|0|4.7|4.3
"SSEE80805T"|0|4.7|4.3
"SSEE80901D"|0|4.7|4.3
"SSEE80902E"|0|4.7|4.3
"SSEE81001N"|4.2|4.7|4.3
"SSEE81003Q"|4.2|4.7|4.3
"SSEE81004R"|4.2|4.7|4.3
"SSEE81101D"|3.4|4.7|4.3
"SSEE81103G"|3.4|4.7|4.3
"SSEE81104L"|3.4|4.7|4.3
"SSEE81105N"|3.4|4.7|4.3
"SSEE812019"|0|4.7|4.3
"SSEE81202A"|0|4.7|4.3
"SSEE81203B"|0|4.7|4.3
"SSEE813015"|2.9|4.7|4.3
"SSEE813026"|2.9|4.7|4.3
"SSEE813037"|2.9|4.7|4.3
"SSEE814011"|4.2|4.7|4.3
"SSEE814022"|4.2|4.7|4.3
"SSEE814033"|4.2|4.7|4.3
"SSEE81501R"|0|4.7|4.3
"SSEE81502T"|0|4.7|4.3
"SSEE81503V"|0|4.7|4.3
"SSEE819014"|0|4.7|4.3
"SSEE819025"|0|4.7|4.3
"SSEE819036"|0|4.7|4.3
"SSEE819047"|0|4.7|4.3
"SSEE820018"|3.6|4.7|4.3
"SSEE820029"|3.6|4.7|4.3
"SSEE82003A"|3.6|4.7|4.3
"SSEE821014"|0|4.7|4.3
"SSEE821025"|0|4.7|4.3
"SSEE82201X"|0|4.7|4.3
"SSEE822021"|0|4.7|4.3
"SSEE822032"|0|4.7|4.3
"SSEE822043"|0|4.7|4.3
"SSEE822054"|0|4.7|4.3
"SSEE82501B"|0|4.7|4.3
"SSEE82502C"|0|4.7|4.3
"SSEE82503D"|0|4.7|4.3
"SSEE82506L"|0|4.7|4.3
"SSEE82507N"|0|4.7|4.3
"SSEE826017"|0|4.7|4.3
"SSEE826028"|0|4.7|4.3
"SSEE827024"|0|4.7|4.3
"SSEE82801V"|0|4.7|4.3
"SSEE82901P"|0|4.7|4.3
"SSEE82902Q"|0|4.7|4.3
"SSEE83001V"|5.6|4.7|4.3
"SSEE83002X"|5.6|4.7|4.3
"SSEE830031"|5.6|4.7|4.3
"SSEE83101P"|2.9|4.7|4.3
"SSEE83102Q"|2.9|4.7|4.3
"SSEE83201E"|0|4.7|4.3
"SSEE83301A"|0|4.7|4.3
"SSEE83302B"|0|4.7|4.3
"SSEE834016"|0|4.7|4.3
"SSEE834027"|0|4.7|4.3
"SSEE835012"|0|4.7|4.3
"SSEE835045"|0|4.7|4.3
"SSEE835056"|0|4.7|4.3
"SSEE83601T"|3|4.7|4.3
"SSEE83602V"|3|4.7|4.3
"SSEE83603X"|3|4.7|4.3
"SSEE83701N"|4.8|4.7|4.3
"SSEE83702P"|4.8|4.7|4.3
"SSEE83801D"|4.3|4.7|4.3
"SSEE83802E"|4.3|4.7|4.3
"SSEE83803G"|4.3|4.7|4.3
"SSEE83804L"|7.5|4.7|4.3
"SSMM00300D"|12.1|9.6|9
"SSMM00302G"|0|9.6|9
"SSMM027002"|15.1|9.6|9
"SSMM02800T"|18.2|9.6|9
"SSMM028053"|0|9.6|9
"SSMM04400Q"|1.8|9.6|9
"SSMM04500G"|1.4|9.6|9
"SSMM04600B"|7.7|9.6|9
"SSMM05400A"|0|9.6|9
"SSMM06000N"|5|9.6|9
"SSMM077003"|8.9|9.6|9
"SSMM077014"|0|9.6|9
"SSMM07800V"|5.4|9.6|9
"SSMM08100P"|3.6|9.6|9
"SSMM08200E"|9.1|9.6|9
"SSMM08202L"|9.1|9.6|9
"SSMM08203N"|75|9.6|9
"SSMM08300A"|5.8|9.6|9
"SSMM800012"|15.4|9.6|9
"SSMM80101T"|10|9.6|9
"SSMM80201N"|0|9.6|9
"SSMM80301D"|20|9.6|9
"SSMM804019"|10|9.6|9
"SSMM805015"|14.3|9.6|9
"SSMM805026"|50|9.6|9
"SSMM806011"|0|9.6|9
"SSMM806022"|100|9.6|9
"SSMM80701R"|11.8|9.6|9
"SSMM80801L"|12.5|9.6|9
"SSMM80802N"|25|9.6|9
"SSMM80803P"|25|9.6|9
"SSMM80901C"|0|9.6|9
"SSMM80902D"|20|9.6|9
"SSMM81001L"|0|9.6|9
"SSMM81002N"|0|9.6|9
"SSMM81003P"|0|9.6|9
"SSMM81101C"|8.3|9.6|9
"SSMM81102D"|16.7|9.6|9
"SSMM812018"|42.9|9.6|9
"SSMM813014"|0|9.6|9
"SSMM813025"|25|9.6|9
"SSMM81401X"|11.1|9.6|9
"SSMM814021"|0|9.6|9
"SSMM81501Q"|15.4|9.6|9
"SSMM81502R"|0|9.6|9
"SSMM819013"|25|9.6|9
"SSMM819035"|0|9.6|9
"SSMM820017"|12.5|9.6|9
"SSMM820039"|0|9.6|9
"SSMM821013"|42.9|9.6|9
"SSMM821024"|0|9.6|9
"SSMM82201V"|0|9.6|9
"SSMM82202X"|50|9.6|9
"SSMM822031"|100|9.6|9
"SSMM82501A"|50|9.6|9
"SSMM82502B"|50|9.6|9
"SSMM82503C"|0|9.6|9
"SSMM826016"|7.7|9.6|9
"SSMM826038"|0|9.6|9
"SSMM827012"|0|9.6|9
"SSMM82801T"|11.1|9.6|9
"SSMM82901N"|0|9.6|9
"SSMM83001T"|0|9.6|9
"SSMM83002V"|0|9.6|9
"SSMM83101N"|15.4|9.6|9
"SSMM83103Q"|16.7|9.6|9
"SSMM83201D"|5.9|9.6|9
"SSMM833019"|8.7|9.6|9
"SSMM834015"|0|9.6|9
"SSMM835011"|15.4|9.6|9
"SSMM835033"|14.3|9.6|9
"SSMM83601R"|5|9.6|9
"SSMM83701L"|12.1|9.6|9
"SSMM83801C"|18.6|9.6|9
"SSMM83802D"|0|9.6|9
"SSPC00601B"|0|4.1|5.3
"SSPC008013"|0|4.1|5.3
"SSPC010002"|4.8|4.1|5.3
"SSPC02000L"|2.7|4.1|5.3
"SSPC04000T"|7.1|4.1|5.3
"SSPC05000C"|3.4|4.1|5.3
"SSPC07000N"|3.4|4.1|5.3
"SSPC080008"|12.1|4.1|5.3
"SSPM010006"|1.9|4.1|5.3
"SSPS00601E"|25|4.1|5.3
"SSPS009012"|14.3|4.1|5.3
"SSPS01301N"|0|4.1|5.3
"SSPS017011"|0|4.1|5.3
"SSPS03000A"|0|4.1|5.3
"SSPS040001"|1.6|4.1|5.3
"SSPS05000G"|7.3|4.1|5.3
"SSPS060006"|0|4.1|5.3
"SSPS07000R"|3.2|4.1|5.3
"SSPS10000B"|0|4.1|5.3
"SSRA006014"|0|4.1|5.3
"SSRA00901G"|0|4.1|5.3
"SSRA01101G"|0|4.1|5.3
"SSRA013017"|14.3|4.1|5.3
"SSRA01801A"|0|4.1|5.3
"SSRC01000N"|2.8|4.1|5.3
"SSRH01000V"|8.1|4.1|5.3
"SSRH01801E"|20|4.1|5.3
"SSRH01802G"|4|4.1|5.3
"SSRH02000D"|2.8|4.1|5.3
"SSRH04000P"|0|4.1|5.3
"SSRI00101L"|15.4|4.1|5.3
"SSRI004014"|0|4.1|5.3
"SSRI011017"|3.4|4.1|5.3
"SSRI011028"|11.8|4.1|5.3
"SSRI018012"|0|4.1|5.3
"SSRI020001"|0|4.1|5.3
"SSSD00801L"|16.7|4.1|5.3
"SSSD020006"|2.5|4.1|5.3
"SSSL030007"|0|4.1|5.3
"SSSL030018"|15.4|4.1|5.3
"SSTA00301C"|3.6|4.1|5.3
"SSTA01601E"|6.3|4.1|5.3
"SSTD00601A"|0|4.1|5.3
"SSTD00901T"|0|4.1|5.3
"SSTD010001"|8.1|4.1|5.3
"SSTD01301D"|0|4.1|5.3
"SSTD016011"|10.5|4.1|5.3
"SSTD016022"|22.2|4.1|5.3
"SSTD01701R"|0|4.1|5.3
"SSTD01901C"|6.1|4.1|5.3
"SSTD04000R"|0|4.1|5.3
"SSTD09000T"|5.9|4.1|5.3
"SSTD150008"|1.6|4.1|5.3
"SSTE01000C"|3.1|4.1|5.3
"SSTF00101D"|13|4.1|5.3
"SSTF010007"|2.8|4.1|5.3
"SSTF01901P"|5.9|4.1|5.3
"SSTH00401C"|8.7|4.1|5.3
"SSTH01000P"|16.7|4.1|5.3
"SSTL01000B"|4.3|4.1|5.3
"SVEE00100L"|6.1|5.1|4.3
"SVEE00101N"|6.1|5.1|4.3
"SVEE00102P"|6.1|5.1|4.3
"SVEE00104R"|6.1|5.1|4.3
"SVEE00200C"|4.9|5.1|4.3
"SVEE00201D"|4.9|5.1|4.3
"SVEE00203G"|4.9|5.1|4.3
"SVEE00205N"|4.9|5.1|4.3
"SVEE003008"|2.3|5.1|4.3
"SVEE003019"|2.3|5.1|4.3
"SVEE00306E"|2.3|5.1|4.3
"SVEE00500X"|2.1|5.1|4.3
"SVEE005011"|2.1|5.1|4.3
"SVEE005033"|2.1|5.1|4.3
"SVEE005055"|2.1|5.1|4.3
"SVEE005066"|2.1|5.1|4.3
"SVEE011007"|4.7|5.1|4.3
"SVEE011018"|4.7|5.1|4.3
"SVEE011029"|4.7|5.1|4.3
"SVEE01103A"|4.7|5.1|4.3
"SVEE01104B"|4.7|5.1|4.3
"SVEE012003"|1.6|5.1|4.3
"SVEE012014"|1.6|5.1|4.3
"SVEE012025"|1.6|5.1|4.3
"SVEE012069"|1.6|5.1|4.3
"SVEE01207A"|1.6|5.1|4.3
"SVEE01209C"|1.6|5.1|4.3
"SVEE01212L"|1.6|5.1|4.3
"SVEE01215Q"|1.6|5.1|4.3
"SVEE01500E"|2.1|5.1|4.3
"SVEE01505Q"|2.1|5.1|4.3
"SVEE01506R"|2.1|5.1|4.3
"SVEE02100T"|3|5.1|4.3
"SVEE02101V"|3|5.1|4.3
"SVEE02102X"|3|5.1|4.3
"SVEE021053"|3|5.1|4.3
"SVEE021097"|3|5.1|4.3
"SVEE021109"|3|5.1|4.3
"SVEE02200N"|4.9|5.1|4.3
"SVEE02201P"|4.9|5.1|4.3
"SVEE02202Q"|4.9|5.1|4.3
"SVEE02203R"|4.9|5.1|4.3
"SVEE022082"|4.9|5.1|4.3
"SVEE022093"|4.9|5.1|4.3
"SVEE022127"|4.9|5.1|4.3
"SVEE026001"|4.7|5.1|4.3
"SVEE026012"|4.7|5.1|4.3
"SVEE026067"|4.7|5.1|4.3
"SVEE026078"|4.7|5.1|4.3
"SVEE02610C"|4.7|5.1|4.3
"SVEE02611D"|4.7|5.1|4.3
"SVEE02612E"|4.7|5.1|4.3
"SVEE02900C"|3.3|5.1|4.3
"SVEE02901D"|3.3|5.1|4.3
"SVEE02904L"|3.3|5.1|4.3
"SVEE02907Q"|3.3|5.1|4.3
"SVEE02909T"|3.3|5.1|4.3
"SVEE80101L"|0|5.1|4.3
"SVEE80102N"|0|5.1|4.3
"SVEE80103P"|0|5.1|4.3
"SVEE80104Q"|0|5.1|4.3
"SVEE80105R"|0|5.1|4.3
"SVEE80106T"|0|5.1|4.3
"SVEE80107V"|0|5.1|4.3
"SVEE80201C"|7.7|5.1|4.3
"SVEE80203E"|7.7|5.1|4.3
"SVEE80204G"|7.7|5.1|4.3
"SVEE80205L"|7.7|5.1|4.3
"SVEE80206N"|7.7|5.1|4.3
"SVEE803018"|0|5.1|4.3
"SVEE803029"|0|5.1|4.3
"SVEE80304B"|0|5.1|4.3
"SVEE80305C"|0|5.1|4.3
"SVEE80306D"|0|5.1|4.3
"SVEE804014"|9.1|5.1|4.3
"SVEE804025"|9.1|5.1|4.3
"SVEE804036"|9.1|5.1|4.3
"SVEE80501X"|2.9|5.1|4.3
"SVEE805021"|2.9|5.1|4.3
"SVEE805032"|2.9|5.1|4.3
"SVEE805043"|2.9|5.1|4.3
"SVEE80601Q"|20|5.1|4.3
"SVEE80602R"|20|5.1|4.3
"SVEE80701G"|4.2|5.1|4.3
"SVEE80702L"|4.2|5.1|4.3
"SVEE80801B"|0|5.1|4.3
"SVEE80802C"|0|5.1|4.3
"SVEE80803D"|0|5.1|4.3
"SVEE809017"|3.8|5.1|4.3
"SVEE809028"|3.8|5.1|4.3
"SVEE81001B"|12.1|5.1|4.3
"SVEE81002C"|12.1|5.1|4.3
"SVEE81003D"|12.1|5.1|4.3
"SVEE81004E"|12.1|5.1|4.3
"SVEE811017"|2.6|5.1|4.3
"SVEE811028"|2.6|5.1|4.3
"SVEE811039"|2.6|5.1|4.3
"SVEE81104A"|2.6|5.1|4.3
"SVEE81105B"|2.6|5.1|4.3
"SVEE81106C"|2.6|5.1|4.3
"SVMM00600P"|3.5|9.1|9
"SVMM05200C"|8.9|9.1|9
"SVMM05600Q"|11.1|9.1|9
"SVMM05601R"|7.1|9.1|9
"SVMM05602T"|8.3|9.1|9
"SVMM05800B"|6.4|9.1|9
"SVMM05801C"|15.4|9.1|9
"SVMM05802D"|0|9.1|9
"SVMM059007"|7.1|9.1|9
"SVMM059018"|5.3|9.1|9
"SVMM059029"|5.6|9.1|9
"SVMM05903A"|7.7|9.1|9
"SVMM80101G"|25|9.1|9
"SVMM80102L"|0|9.1|9
"SVMM80103N"|50|9.1|9
"SVMM80104P"|0|9.1|9
"SVMM80201B"|33.3|9.1|9
"SVMM80202C"|8.3|9.1|9
"SVMM80203D"|33.3|9.1|9
"SVMM803017"|11.8|9.1|9
"SVMM803028"|40|9.1|9
"SVMM804013"|20|9.1|9
"SVMM80501V"|7.1|9.1|9
"SVMM80601P"|4.2|9.1|9
"SVMM80701E"|8.3|9.1|9
"SVMM80702G"|0|9.1|9
"SVMM80801A"|12|9.1|9
"SVMM809016"|0|9.1|9
"SVMM81001A"|21.4|9.1|9
"SVMM811016"|7.1|9.1|9
"SVMM811027"|14.3|9.1|9
"SVPC00801R"|3.8|4.5|5.3
"SVPC030001"|3.3|4.5|5.3
"SVPM01000X"|6|4.5|5.3
"SVPS01000V"|1.4|4.5|5.3
"SVPS02000D"|0|4.5|5.3
"SVPS030004"|1.7|4.5|5.3
"SVRA00701N"|0|4.5|5.3
"SVRC00601R"|9.1|4.5|5.3
"SVRH00201P"|2.6|4.5|5.3
"SVRH00702V"|2.3|4.5|5.3
"SVRI002016"|11.1|4.5|5.3
"SVRI003012"|5.3|4.5|5.3
"SVRI00601D"|15.8|4.5|5.3
"SVSL00801R"|10|4.5|5.3
"SVTD001011"|4.9|4.5|5.3
"SVTD00301L"|4.8|4.5|5.3
"SVTD01101G"|0|4.5|5.3
"SVTD01102L"|0|4.5|5.3
"SVTF00301V"|5.6|4.5|5.3
"SVTF007016"|0|4.5|5.3
"SVTF00901T"|4.6|4.5|5.3
"SVTH009019"|6.7|4.5|5.3
"SVTL00101B"|4.3|4.5|5.3
"SVTL011012"|6.7|4.5|5.3
"TAEE00100A"|13.7|4.6|4.3
"TAEE00101B"|13.7|4.6|4.3
"TAEE00102C"|13.7|4.6|4.3
"TAEE003002"|12.2|4.6|4.3
"TAEE003013"|12.2|4.6|4.3
"TAEE00600D"|8.9|4.6|4.3
"TAEE00601E"|8.9|4.6|4.3
"TAEE00603L"|8.9|4.6|4.3
"TAEE007009"|18.2|4.6|4.3
"TAEE00701A"|18.2|4.6|4.3
"TAEE00703C"|18.2|4.6|4.3
"TAEE009001"|6|4.6|4.3
"TAEE009012"|6|4.6|4.3
"TAEE009034"|6|4.6|4.3
"TAEE010005"|5|4.6|4.3
"TAEE010016"|5|4.6|4.3
"TAEE011001"|13.5|4.6|4.3
"TAEE011012"|13.5|4.6|4.3
"TAEE011034"|13.5|4.6|4.3
"TAEE01200R"|5.8|4.6|4.3
"TAEE01201T"|5.8|4.6|4.3
"TAEE012052"|5.8|4.6|4.3
"TAEE01300L"|12.7|4.6|4.3
"TAEE01301N"|12.7|4.6|4.3
"TAEE016004"|3.2|4.6|4.3
"TAEE016015"|3.2|4.6|4.3
"TAEE016026"|3.2|4.6|4.3
"TAEE02200B"|0|4.6|4.3
"TAEE02201C"|0|4.6|4.3
"TAEE02202D"|0|4.6|4.3
"TAEE023007"|5.9|4.6|4.3
"TAEE023018"|5.9|4.6|4.3
"TAEE024003"|6.1|4.6|4.3
"TAEE024014"|6.1|4.6|4.3
"TAEE037005"|6.8|4.6|4.3
"TAEE037016"|6.8|4.6|4.3
"TAEE040001"|5.6|4.6|4.3
"TAEE040012"|5.6|4.6|4.3
"TAEE04800G"|12|4.6|4.3
"TAEE04801L"|12|4.6|4.3
"TAEE04900B"|0|4.6|4.3
"TAEE04901C"|0|4.6|4.3
"TAEE05000G"|4.9|4.6|4.3
"TAEE05001L"|4.9|4.6|4.3
"TAEE05003P"|4.9|4.6|4.3
"TAEE053003"|3.3|4.6|4.3
"TAEE053014"|3.3|4.6|4.3
"TAEE05400V"|2.5|4.6|4.3
"TAEE05401X"|2.5|4.6|4.3
"TAEE054021"|2.5|4.6|4.3
"TAEE05700A"|11.1|4.6|4.3
"TAEE05701B"|11.1|4.6|4.3
"TAEE058006"|9.1|4.6|4.3
"TAEE058017"|9.1|4.6|4.3
"TAEE059002"|6.3|4.6|4.3
"TAEE059013"|6.3|4.6|4.3
"TAEE059035"|6.3|4.6|4.3
"TAEE061002"|3.1|4.6|4.3
"TAEE061013"|3.1|4.6|4.3
"TAEE06200T"|2.2|4.6|4.3
"TAEE06201V"|2.2|4.6|4.3
"TAEE06300N"|15.6|4.6|4.3
"TAEE06301P"|15.6|4.6|4.3
"TAEE06800R"|2.9|4.6|4.3
"TAEE06801T"|2.9|4.6|4.3
"TAEE06900L"|12.1|4.6|4.3
"TAEE06901N"|12.1|4.6|4.3
"TAEE06902P"|12.1|4.6|4.3
"TAEE07000R"|26.1|4.6|4.3
"TAEE07001T"|26.1|4.6|4.3
"TAEE07002V"|26.1|4.6|4.3
"TAEE07200C"|3.4|4.6|4.3
"TAEE07201D"|3.4|4.6|4.3
"TAEE07203G"|3.4|4.6|4.3
"TAEE073008"|0|4.6|4.3
"TAEE073019"|0|4.6|4.3
"TAEE07800B"|6.1|4.6|4.3
"TAEE07801C"|6.1|4.6|4.3
"TAEE08300V"|2.1|4.6|4.3
"TAEE08301X"|2.1|4.6|4.3
"TAEE083032"|2.1|4.6|4.3
"TAEE088002"|0|4.6|4.3
"TAEE088013"|0|4.6|4.3
"TAEE08900T"|3.8|4.6|4.3
"TAEE08901V"|3.8|4.6|4.3
"TAEE090002"|2.8|4.6|4.3
"TAEE090013"|2.8|4.6|4.3
"TAEE090024"|2.8|4.6|4.3
"TAEE09100T"|6.3|4.6|4.3
"TAEE09101V"|6.3|4.6|4.3
"TAEE80101A"|7.1|4.6|4.3
"TAEE802016"|11.1|4.6|4.3
"TAEE803012"|0|4.6|4.3
"TAEE80402V"|19|4.6|4.3
"TAEE80501N"|13.6|4.6|4.3
"TAEE80601D"|5.9|4.6|4.3
"TAEE807019"|0|4.6|4.3
"TAEE80702A"|0|4.6|4.3
"TAEE808015"|6.3|4.6|4.3
"TAEE808026"|6.3|4.6|4.3
"TAEE809011"|20|4.6|4.3
"TAEE810015"|5.3|4.6|4.3
"TAEE811011"|0|4.6|4.3
"TAEE81201R"|0|4.6|4.3
"TAEE81202T"|0|4.6|4.3
"TAEE81301L"|6.7|4.6|4.3
"TAEE81401C"|13|4.6|4.3
"TAEE815018"|0|4.6|4.3
"TAEE815029"|0|4.6|4.3
"TAEE81701X"|5.6|4.6|4.3
"TAEE81801Q"|0|4.6|4.3
"TAEE81901G"|10.7|4.6|4.3
"TAEE82001Q"|0|4.6|4.3
"TAEE82101G"|15.8|4.6|4.3
"TAEE82201B"|3.4|4.6|4.3
"TAEE823017"|7.1|4.6|4.3
"TAEE823028"|7.1|4.6|4.3
"TAEE824013"|4|4.6|4.3
"TAEE824024"|4|4.6|4.3
"TAEE82501V"|6.9|4.6|4.3
"TAEE82601P"|3.3|4.6|4.3
"TAEE82603R"|3.3|4.6|4.3
"TAEE82604T"|3.3|4.6|4.3
"TAEE82701E"|17.2|4.6|4.3
"TAEE82703L"|17.2|4.6|4.3
"TAEE829016"|11.8|4.6|4.3
"TAEE83001A"|20.7|4.6|4.3
"TAEE831016"|0|4.6|4.3
"TAEE832012"|11.1|4.6|4.3
"TAEE832023"|11.1|4.6|4.3
"TAEE83301T"|25|4.6|4.3
"TAEE83302V"|25|4.6|4.3
"TAEE83401N"|18.8|4.6|4.3
"TAEE83501D"|19|4.6|4.3
"TAEE838011"|10.5|4.6|4.3
"TAEE838022"|10.5|4.6|4.3
"TAEE838033"|10.5|4.6|4.3
"TAMM00400R"|4.3|9.9|9
"TAMM00600C"|2.6|9.9|9
"TAMM008004"|35|9.9|9
"TAMM010004"|12.2|9.9|9
"TAMM02000P"|0|9.9|9
"TAMM024002"|4.8|9.9|9
"TAMM036008"|4.2|9.9|9
"TAMM05100A"|12|9.9|9
"TAMM052006"|3.2|9.9|9
"TAMM053002"|50|9.9|9
"TAMM05600D"|5.6|9.9|9
"TAMM06200R"|6.7|9.9|9
"TAMM06400C"|0|9.9|9
"TAMM06700X"|0|9.9|9
"TAMM06900G"|6.5|9.9|9
"TAMM074003"|3.4|9.9|9
"TAMM07500V"|13.2|9.9|9
"TAMM082002"|5|9.9|9
"TAMM087005"|17.9|9.9|9
"TAMM095004"|12.5|9.9|9
"TAMM114008"|11.1|9.9|9
"TAMM801019"|7.7|9.9|9
"TAMM802015"|11.8|9.9|9
"TAMM803011"|10|9.9|9
"TAMM80401R"|4.4|9.9|9
"TAMM80501L"|6.7|9.9|9
"TAMM80601C"|0|9.9|9
"TAMM807018"|23.5|9.9|9
"TAMM808014"|0|9.9|9
"TAMM80901X"|36.4|9.9|9
"TAMM810014"|0|9.9|9
"TAMM81101X"|9.5|9.9|9
"TAMM81201Q"|0|9.9|9
"TAMM81202R"|0|9.9|9
"TAMM81301G"|14.3|9.9|9
"TAMM81401B"|16.7|9.9|9
"TAMM815017"|14.3|9.9|9
"TAMM81701V"|8.2|9.9|9
"TAMM81801P"|6.3|9.9|9
"TAMM81901E"|7.1|9.9|9
"TAMM82001P"|5.6|9.9|9
"TAMM82101E"|25|9.9|9
"TAMM82201A"|17.6|9.9|9
"TAMM823016"|0|9.9|9
"TAMM824012"|40|9.9|9
"TAMM82501T"|7.7|9.9|9
"TAMM82601N"|0|9.9|9
"TAMM82701D"|13.6|9.9|9
"TAMM829015"|5.3|9.9|9
"TAMM830019"|22.2|9.9|9
"TAMM831015"|12.5|9.9|9
"TAMM832011"|0|9.9|9
"TAMM83301R"|0|9.9|9
"TAMM83401L"|11.4|9.9|9
"TAMM83501C"|20|9.9|9
"TAMM83801X"|9.5|9.9|9
"TAPC021011"|3.6|5.2|5.3
"TAPC040009"|2.2|5.2|5.3
"TAPC070005"|.8|5.2|5.3
"TAPC10000Q"|2.3|5.2|5.3
"TAPC11000A"|2.7|5.2|5.3
"TAPC13000G"|1.9|5.2|5.3
"TAPM020008"|3.4|5.2|5.3
"TAPS006012"|0|5.2|5.3
"TAPS02301Q"|0|5.2|5.3
"TAPS03000T"|1.6|5.2|5.3
"TAPS070008"|3.3|5.2|5.3
"TAPS13000P"|3.6|5.2|5.3
"TAPS140009"|1.8|5.2|5.3
"TARA009013"|10.5|5.2|5.3
"TARA02201D"|28.6|5.2|5.3
"TARC011012"|0|5.2|5.3
"TARC01201T"|8.8|5.2|5.3
"TARC017011"|12.5|5.2|5.3
"TARC02000Q"|1.1|5.2|5.3
"TARC05000G"|3.3|5.2|5.3
"TARF006018"|6.7|5.2|5.3
"TARF007014"|0|5.2|5.3
"TARF06000X"|0|5.2|5.3
"TARF07000E"|0|5.2|5.3
"TARH00801B"|6|5.2|5.3
"TARH02201N"|2.6|5.2|5.3
"TARH02202P"|0|5.2|5.3
"TARI007013"|18.2|5.2|5.3
"TARI021019"|10.5|5.2|5.3
"TARI02401R"|8.2|5.2|5.3
"TASD010003"|9.1|5.2|5.3
"TASD010025"|20|5.2|5.3
"TASD023016"|16.7|5.2|5.3
"TASL01000D"|3.6|5.2|5.3
"TASL01001E"|6.7|5.2|5.3
"TASL01002G"|20|5.2|5.3
"TASL01003L"|16.7|5.2|5.3
"TATA00901V"|3.6|5.2|5.3
"TATD00801D"|0|5.2|5.3
"TATD01000C"|5.1|5.2|5.3
"TATD011019"|0|5.2|5.3
"TATD012015"|0|5.2|5.3
"TATD01401R"|0|5.2|5.3
"TATD017018"|14.8|5.2|5.3
"TATD020003"|3|5.2|5.3
"TATD03000N"|6.4|5.2|5.3
"TATD040008"|2|5.2|5.3
"TATE01000X"|0|5.2|5.3
"TATF01000P"|4.8|5.2|5.3
"TATF020009"|4.9|5.2|5.3
"TATF021016"|3.8|5.2|5.3
"TATF02401N"|14.3|5.2|5.3
"TATF02402P"|8.2|5.2|5.3
"TATF03000X"|3.2|5.2|5.3
"TATF04000E"|2.7|5.2|5.3
"TATF050005"|8.3|5.2|5.3
"TATF050038"|11.1|5.2|5.3
"TATL014017"|5.9|5.2|5.3
"TEEE00100R"|7.5|5|4.3
"TEEE00101T"|7.5|5|4.3
"TEEE001074"|7.5|5|4.3
"TEEE00300C"|1.9|5|4.3
"TEEE00301D"|1.9|5|4.3
"TEEE00306P"|1.9|5|4.3
"TEEE00310X"|1.9|5|4.3
"TEEE005004"|5|5|4.3
"TEEE005015"|5|5|4.3
"TEEE005026"|5|5|4.3
