cod_scuola|anno_corso|entrate|uscite
"MTPS004018"|5|0|0
"MTPS004029"|1|0|0
"MTPS004029"|2|0|0
"MTPS004029"|3|0|0
"MTPS004029"|4|0|0
"MTPS004029"|5|0|0
"MTPS00801G"|1|0|0
"MTPS00801G"|2|0|0
"MTPS00801G"|3|0|0
"MTPS00801G"|4|0|0
"MTPS00801G"|5|0|0
"MTPS01000E"|1|.6|0
"MTPS01000E"|2|0|.6
"MTPS01000E"|3|0|0
"MTPS01000E"|4|0|.6
"MTPS01000E"|5|0|1.4
"MTPS020005"|1|0|1.2
"MTPS020005"|2|0|1.3
"MTPS020005"|3|0|0
"MTPS020005"|4|0|0
"MTPS020005"|5|0|1.4
"MTRA007019"|1|6.7|0
"MTRA007019"|2|0|0
"MTRA007019"|3|0|0
"MTRA007019"|4|0|10.7
"MTRA007019"|5|0|0
"MTRF00901N"|1|0|0
"MTRF00901N"|2|0|0
"MTRF00901N"|3|0|0
"MTRF00901N"|4|0|0
"MTRF00901N"|5|0|0
"MTRH010008"|1|0|0
"MTRH010008"|2|0|0
"MTRH010008"|3|0|0
"MTRH010008"|4|0|0
"MTRH010008"|5|0|0
"MTRH011015"|1|0|0
"MTRH011015"|2|0|1.2
"MTRH011015"|3|0|2.3
"MTRH011015"|4|0|3.7
"MTRH011015"|5|0|0
"MTRI00201T"|1|0|2.4
"MTRI00201T"|2|0|0
"MTRI00201T"|3|0|3.2
"MTRI00201T"|4|0|0
"MTRI00201T"|5|0|0
"MTRI00801R"|1|0|0
"MTRI00801R"|2|0|0
"MTRI00801R"|3|0|0
"MTRI00801R"|4|0|5.9
"MTRI00801R"|5|0|0
"MTRI00901L"|1|0|0
"MTRI00901L"|2|0|0
"MTRI00901L"|3|0|0
"MTRI00901L"|4|0|0
"MTRI00901L"|5|0|0
"MTRI01101L"|1|0|6.3
"MTRI01101L"|2||
"MTRI01101L"|3|0|0
"MTRI01101L"|4|0|0
"MTRI01101L"|5|0|0
"MTRI02000A"|1|0|0
"MTRI02000A"|2|0|0
"MTRI02000A"|3|0|0
"MTRI02000A"|4|0|0
"MTRI02000A"|5|0|0
"MTRI02003D"|1||
"MTRI02003D"|2|0|0
"MTRI02003D"|3|0|0
"MTRI02003D"|4|0|0
"MTRI02003D"|5|0|0
"MTSL01000B"|1|1.8|10.9
"MTSL01000B"|2|0|5.4
"MTSL01000B"|3|1.6|4.8
"MTSL01000B"|4|0|0
"MTSL01000B"|5|0|0
"MTTA007015"|1|3.3|0
"MTTA007015"|2|0|0
"MTTA007015"|3|0|0
"MTTA007015"|4|0|0
"MTTA007015"|5|0|0
"MTTA007026"|1|0|3.6
"MTTA007026"|2|2.1|2.1
"MTTA007026"|3|2.4|0
"MTTA007026"|4|0|0
"MTTA007026"|5|0|0
"MTTD003018"|1|0|0
"MTTD003018"|2|0|2.3
"MTTD003018"|3|0|2.3
"MTTD003018"|4|0|0
"MTTD003018"|5|0|0
"MTTD00350L"|5||
"MTTD004014"|1|0|0
"MTTD004014"|2|0|0
"MTTD004014"|3|0|0
"MTTD004014"|4|0|0
"MTTD004014"|5|0|0
"MTTD01000A"|1|0|0
"MTTD01000A"|2|0|0
"MTTD01000A"|3|0|3.3
"MTTD01000A"|4|0|0
"MTTD01000A"|5|0|0
"MTTD020001"|1|0|0
"MTTD020001"|2|1.1|0
"MTTD020001"|3|0|0
"MTTD020001"|4|0|2.6
"MTTD020001"|5|0|0
"MTTD03000G"|1|0|2.9
"MTTD03000G"|2|0|3.4
"MTTD03000G"|3|1.2|1.2
"MTTD03000G"|4|0|3.8
"MTTD03000G"|5|0|0
"MTTD030501"|5||
"MTTF00801N"|1|2.1|0
"MTTF00801N"|2|0|0
"MTTF00801N"|3|0|0
"MTTF00801N"|4|0|0
"MTTF00801N"|5|0|3
"MTTF01000L"|1|0|1
"MTTF01000L"|2|0|1.9
"MTTF01000L"|3|0|.9
"MTTF01000L"|4|0|.7
"MTTF01000L"|5|0|0
"NAEE00301G"|1|0|0
"NAEE00301G"|2|0|0
"NAEE00301G"|3|0|0
"NAEE00301G"|4|0|0
"NAEE00301G"|5|0|0
"NAEE00404E"|1|0|4.5
"NAEE00404E"|2|0|1
"NAEE00404E"|3|0|0
"NAEE00404E"|4|0|0
"NAEE00404E"|5|0|.9
"NAEE00504A"|1|5.2|6.3
"NAEE00504A"|2|4.1|5.2
"NAEE00504A"|3|1.1|1.1
"NAEE00504A"|4|1.2|1.2
"NAEE00504A"|5|0|0
"NAEE00506C"|1|10.7|12.5
"NAEE00506C"|2|11.9|16.9
"NAEE00506C"|3|9.4|9.4
"NAEE00506C"|4|6.7|8.9
"NAEE00506C"|5|6.5|8.7
"NAEE00801P"|1|7.4|5.6
"NAEE00801P"|2|5.9|4.2
"NAEE00801P"|3|2.9|0
"NAEE00801P"|4|.9|1.7
"NAEE00801P"|5|3.1|2.4
"NAEE00803R"|1|.8|0
"NAEE00803R"|2|1.2|2.3
"NAEE00803R"|3|0|6.5
"NAEE00803R"|4|2.9|0
"NAEE00803R"|5|0|0
"NAEE01001P"|1|0|0
"NAEE01001P"|2|0|0
"NAEE01001P"|3|2.3|2.3
"NAEE01001P"|4|0|1.5
"NAEE01001P"|5|0|0
"NAEE01002Q"|1|0|0
"NAEE01002Q"|2|0|4.7
"NAEE01002Q"|3|0|0
"NAEE01002Q"|4|0|2.3
"NAEE01002Q"|5|0|0
"NAEE01003R"|1|0|2.5
"NAEE01003R"|2|0|0
"NAEE01003R"|3|0|2.2
"NAEE01003R"|4|0|4.9
"NAEE01003R"|5|0|5.4
"NAEE01201A"|1|0|0
"NAEE01201A"|2|0|0
"NAEE01201A"|3|0|0
"NAEE01201A"|4|0|0
"NAEE01201A"|5|0|0
"NAEE01203C"|1|0|0
"NAEE01203C"|2|0|0
"NAEE01203C"|3|0|0
"NAEE01203C"|4|0|0
"NAEE01203C"|5|0|0
"NAEE013016"|1|0|1.2
"NAEE013016"|2|0|0
"NAEE013016"|3|0|0
"NAEE013016"|4|0|0
"NAEE013016"|5|0|1.2
"NAEE01602P"|1|0|0
"NAEE01602P"|2|0|0
"NAEE01602P"|3|0|0
"NAEE01602P"|4|0|0
"NAEE01602P"|5|0|0
"NAEE01603Q"|1|2.4|0
"NAEE01603Q"|2|0|0
"NAEE01603Q"|3|0|0
"NAEE01603Q"|4|0|0
"NAEE01603Q"|5|0|0
"NAEE01701D"|1|0|0
"NAEE01701D"|2|1.3|0
"NAEE01701D"|3|0|0
"NAEE01701D"|4|1.1|0
"NAEE01701D"|5|0|1.1
"NAEE01702E"|1|0|0
"NAEE01702E"|2|0|0
"NAEE01702E"|3|0|0
"NAEE01702E"|4|0|0
"NAEE01702E"|5|0|0
"NAEE018019"|1|0|0
"NAEE018019"|2|0|0
"NAEE018019"|3|0|0
"NAEE018019"|4|0|0
"NAEE018019"|5|0|0
"NAEE01802A"|1|5.6|0
"NAEE01802A"|2|0|0
"NAEE01802A"|3|0|0
"NAEE01802A"|4|3.8|0
"NAEE01802A"|5|0|0
"NAEE01804C"|1|0|0
"NAEE01804C"|2|0|0
"NAEE01804C"|3|0|0
"NAEE01804C"|4|0|0
"NAEE01804C"|5|0|0
"NAEE019015"|1|5.9|5.9
"NAEE019015"|2|5|0
"NAEE019015"|3|0|0
"NAEE019015"|4|2.6|0
"NAEE019015"|5|0|0
"NAEE019026"|1|6.9|10.3
"NAEE019026"|2|2.4|7.3
"NAEE019026"|3|7.4|7.4
"NAEE019026"|4|5.9|2.9
"NAEE019026"|5|3|3
"NAEE020019"|1|0|1.1
"NAEE020019"|2|0|1
"NAEE020019"|3|0|0
"NAEE020019"|4|0|0
"NAEE020019"|5|0|1
"NAEE021015"|1|3.4|12.3
"NAEE021015"|2|.6|2.4
"NAEE021015"|3|2.6|1.9
"NAEE021015"|4|.7|0
"NAEE021015"|5|2.3|.8
"NAEE022011"|1|0|0
"NAEE022011"|2|0|0
"NAEE022011"|3|0|0
"NAEE022011"|4|0|0
"NAEE022011"|5|0|0
"NAEE02401L"|1|0|0
"NAEE02401L"|2|0|1.9
"NAEE02401L"|3|0|0
"NAEE02401L"|4|0|0
"NAEE02401L"|5|0|.7
"NAEE026018"|1|1.9|0
"NAEE026018"|2|1.7|1.7
"NAEE026018"|3|0|0
"NAEE026018"|4|2.4|2.4
"NAEE026018"|5|1.5|1.5
"NAEE02604B"|1|8.3|2.8
"NAEE02604B"|2|9.4|3.1
"NAEE02604B"|3|4.7|4.7
"NAEE02604B"|4|0|0
"NAEE02604B"|5|0|0
"NAEE02801X"|1|1|1
"NAEE02801X"|2|0|.9
"NAEE02801X"|3|1.2|0
"NAEE02801X"|4|0|1.1
"NAEE02801X"|5|0|3
"NAEE028032"|1|0|0
"NAEE028032"|2|0|0
"NAEE028032"|3|2.5|2.5
"NAEE028032"|4|0|0
"NAEE028032"|5|0|0
"NAEE02901Q"|1|0|2.3
"NAEE02901Q"|2|.9|3.7
"NAEE02901Q"|3|2.2|1.1
"NAEE02901Q"|4|0|1
"NAEE02901Q"|5|.9|.9
"NAEE03001X"|1|0|0
"NAEE03001X"|2|0|0
"NAEE03001X"|3|0|0
"NAEE03001X"|4|0|1.4
"NAEE03001X"|5|0|0
"NAEE03301B"|1|0|0
"NAEE03301B"|2|0|0
"NAEE03301B"|3|0|0
"NAEE03301B"|4|0|0
"NAEE03301B"|5|0|0
"NAEE03303D"|1|0|0
"NAEE03303D"|2|0|0
"NAEE03303D"|3|0|0
"NAEE03303D"|4|0|0
"NAEE03303D"|5|0|0
"NAEE035013"|1|0|0
"NAEE035013"|2|0|0
"NAEE035013"|3|0|0
"NAEE035013"|4|0|0
"NAEE035013"|5|0|0
"NAEE03601V"|1|.5|.5
"NAEE03601V"|2|0|0
"NAEE03601V"|3|0|0
"NAEE03601V"|4|0|0
"NAEE03601V"|5|0|.6
"NAEE036042"|1|0|0
"NAEE036042"|2|0|0
"NAEE036042"|3|0|0
"NAEE036042"|4|0|0
"NAEE036042"|5|0|0
"NAEE03801E"|1|1.3|0
"NAEE03801E"|2|0|0
"NAEE03801E"|3|0|0
"NAEE03801E"|4|0|0
"NAEE03801E"|5|0|0
"NAEE03802G"|1|0|0
"NAEE03802G"|2|0|0
"NAEE03802G"|3|0|0
"NAEE03802G"|4|0|0
"NAEE03802G"|5|0|0
"NAEE03803L"|1|0|0
"NAEE03803L"|2|6.3|0
"NAEE03803L"|3|0|0
"NAEE03803L"|4|0|0
"NAEE03803L"|5|0|0
"NAEE03901A"|1|1|1
"NAEE03901A"|2|3.2|1.6
"NAEE03901A"|3|2.9|1
"NAEE03901A"|4|2|1
"NAEE03901A"|5|0|0
"NAEE04101A"|1|5.9|1.5
"NAEE04101A"|2|3.6|1.8
"NAEE04101A"|3|5.4|1.8
"NAEE04101A"|4|3.4|0
"NAEE04101A"|5|2.9|0
"NAEE04102B"|1|2|0
"NAEE04102B"|2|3.9|2
"NAEE04102B"|3|3.8|0
"NAEE04102B"|4|3.9|2
"NAEE04102B"|5|1.8|1.8
"NAEE042016"|1|0|6.1
"NAEE042016"|2|0|2.6
"NAEE042016"|3|2.6|0
"NAEE042016"|4|2.7|0
"NAEE042016"|5|0|0
"NAEE042027"|1|0|0
"NAEE042027"|2|0|0
"NAEE042027"|3|2.2|0
"NAEE042027"|4|0|0
"NAEE042027"|5|0|0
"NAEE04401T"|1|0|1.2
"NAEE04401T"|2|0|1
"NAEE04401T"|3|0|1.3
"NAEE04401T"|4|0|0
"NAEE04401T"|5|0|0
"NAEE04402V"|1|0|11.8
"NAEE04402V"|2|0|10
"NAEE04402V"|3|0|0
"NAEE04402V"|4|0|0
"NAEE04402V"|5|0|5.9
"NAEE04601D"|1|0|4.8
"NAEE04601D"|2|0|2.9
"NAEE04601D"|3|0|2.3
"NAEE04601D"|4|0|0
"NAEE04601D"|5|2.1|2.1
"NAEE04602E"|1|6.7|0
"NAEE04602E"|2|0|0
"NAEE04602E"|3|0|0
"NAEE04602E"|4|0|0
"NAEE04602E"|5|0|0
"NAEE047019"|1|0|2.9
"NAEE047019"|2|0|0
"NAEE047019"|3|3.5|0
"NAEE047019"|4|0|0
"NAEE047019"|5|0|0
"NAEE04702A"|1|0|0
"NAEE04702A"|2|0|0
"NAEE04702A"|3|0|0
"NAEE04702A"|4|0|0
"NAEE04702A"|5|0|0
"NAEE04703B"|1|0|0
"NAEE04703B"|2|0|0
"NAEE04703B"|3|0|17.6
"NAEE04703B"|4|0|0
"NAEE04703B"|5|0|0
"NAEE049011"|1|2.2|12.4
"NAEE049011"|2|3.3|6.5
"NAEE049011"|3|0|6.1
"NAEE049011"|4|1|2
"NAEE049011"|5|0|3.7
"NAEE051011"|1|5.3|3.8
"NAEE051011"|2|.9|2.6
"NAEE051011"|3|2.5|1.7
"NAEE051011"|4|2.4|3.2
"NAEE051011"|5|.8|0
"NAEE05301L"|1|0|0
"NAEE05301L"|2|0|0
"NAEE05301L"|3|3.4|0
"NAEE05301L"|4|0|1.3
"NAEE05301L"|5|1.3|0
"NAEE05304Q"|1|0|1.5
"NAEE05304Q"|2|0|4.5
"NAEE05304Q"|3|0|0
"NAEE05304Q"|4|0|0
"NAEE05304Q"|5|3.8|0
"NAEE05401C"|1|1.1|0
"NAEE05401C"|2|.8|.8
"NAEE05401C"|3|.7|0
"NAEE05401C"|4|0|0
"NAEE05401C"|5|0|.8
"NAEE055018"|1|2|2.6
"NAEE055018"|2|.6|.6
"NAEE055018"|3|0|.6
"NAEE055018"|4|1.2|1.2
"NAEE055018"|5|0|.5
"NAEE05801Q"|1|0|0
"NAEE05801Q"|2|0|0
"NAEE05801Q"|3|0|0
"NAEE05801Q"|4|0|0
"NAEE05801Q"|5|0|0
"NAEE05802R"|1|0|0
"NAEE05802R"|2|0|0
"NAEE05802R"|3|0|0
"NAEE05802R"|4|0|0
"NAEE05802R"|5|0|0
"NAEE06101G"|1|0|1.1
"NAEE06101G"|2|0|1.2
"NAEE06101G"|3|1.1|0
"NAEE06101G"|4|1.3|0
"NAEE06101G"|5|0|0
"NAEE06103N"|1||
"NAEE06103N"|2||
"NAEE06103N"|3|0|0
"NAEE06103N"|4|6.7|0
"NAEE06103N"|5||
"NAEE063017"|1|0|0
"NAEE063017"|2|0|1.8
"NAEE063017"|3|0|0
"NAEE063017"|4|0|0
"NAEE063017"|5|0|0
"NAEE064013"|1|0|7.1
"NAEE064013"|2|0|2.7
"NAEE064013"|3|0|0
"NAEE064013"|4|0|0
"NAEE064013"|5|0|0
"NAEE064046"|1|0|0
"NAEE064046"|2|0|0
"NAEE064046"|3|0|0
"NAEE064046"|4|0|0
"NAEE064046"|5|0|0
"NAEE06801A"|1|1.7|0
"NAEE06801A"|2|0|1.7
"NAEE06801A"|3|0|0
"NAEE06801A"|4|0|0
"NAEE06801A"|5|0|0
"NAEE069016"|1|0|0
"NAEE069016"|2|0|7.5
"NAEE069016"|3|0|8
"NAEE069016"|4|0|0
"NAEE069016"|5|0|0
"NAEE069027"|1|0|3.3
"NAEE069027"|2|0|2.5
"NAEE069027"|3|0|3.3
"NAEE069027"|4|0|1.3
"NAEE069027"|5|0|1.6
"NAEE07003C"|1|4.7|3.1
"NAEE07003C"|2|2.7|4.1
"NAEE07003C"|3|0|0
"NAEE07003C"|4|2.7|0
"NAEE07003C"|5|3.1|0
"NAEE07006G"|1|0|0
"NAEE07006G"|2||
"NAEE07006G"|3|0|7.1
"NAEE07006G"|4|7.7|0
"NAEE07006G"|5|0|3.7
"NAEE071016"|1|1.4|0
"NAEE071016"|2|0|0
"NAEE071016"|3|0|0
"NAEE071016"|4|0|0
"NAEE071016"|5|0|0
"NAEE071027"|1|0|0
"NAEE071027"|2|0|0
"NAEE071027"|3|6.7|0
"NAEE071027"|4|0|0
"NAEE071027"|5|0|0
"NAEE072023"|1|5.3|4
"NAEE072023"|2|0|6.9
"NAEE072023"|3|4.2|1
"NAEE072023"|4|2.6|0
"NAEE072023"|5|1.1|1.1
"NAEE072034"|1|3.7|7.4
"NAEE072034"|2|2.2|2.2
"NAEE072034"|3|0|0
"NAEE072034"|4|0|0
"NAEE072034"|5|0|0
"NAEE07301T"|1|0|3.1
"NAEE07301T"|2|3.3|3.3
"NAEE07301T"|3|0|0
"NAEE07301T"|4|0|0
"NAEE07301T"|5|0|0
"NAEE07303X"|1|1.6|0
"NAEE07303X"|2|0|0
"NAEE07303X"|3|0|0
"NAEE07303X"|4|1.6|1.6
"NAEE07303X"|5|0|0
"NAEE076019"|1|4.7|0
"NAEE076019"|2|0|0
"NAEE076019"|3|0|0
"NAEE076019"|4|0|0
"NAEE076019"|5|0|0
"NAEE07602A"|1|0|5
"NAEE07602A"|2|0|0
"NAEE07602A"|3|0|0
"NAEE07602A"|4|0|0
"NAEE07602A"|5|0|0
"NAEE07603B"|1|0|0
"NAEE07603B"|2|0|0
"NAEE07603B"|3|0|0
"NAEE07603B"|4|0|8.3
"NAEE07603B"|5|0|6.7
"NAEE077015"|1|2.1|8.3
"NAEE077015"|2|1.7|3.3
"NAEE077015"|3|4.7|7
"NAEE077015"|4|1.6|3.3
"NAEE077015"|5|0|2
"NAEE078011"|1|0|0
"NAEE078011"|2|0|0
"NAEE078011"|3|0|0
"NAEE078011"|4|0|0
"NAEE078011"|5|0|0
"NAEE078022"|1|0|9.1
"NAEE078022"|2|0|3.6
"NAEE078022"|3|0|0
"NAEE078022"|4|0|0
"NAEE078022"|5|0|0
"NAEE08301C"|1|1.8|0
"NAEE08301C"|2|1|0
"NAEE08301C"|3|2.9|0
"NAEE08301C"|4|0|0
"NAEE08301C"|5|0|0
"NAEE084018"|1|0|0
"NAEE084018"|2|0|0
"NAEE084018"|3|4.1|2.7
"NAEE084018"|4|1.4|0
"NAEE084018"|5|0|0
"NAEE084029"|1|0|0
"NAEE084029"|2|0|0
"NAEE084029"|3|0|0
"NAEE084029"|4|0|0
"NAEE084029"|5|0|0
"NAEE085014"|1|2.9|1.5
"NAEE085014"|2|1.6|0
"NAEE085014"|3|0|3.1
"NAEE085014"|4|0|0
"NAEE085014"|5|0|0
"NAEE08701Q"|1|0|0
"NAEE08701Q"|2|0|0
"NAEE08701Q"|3|0|0
"NAEE08701Q"|4|0|0
"NAEE08701Q"|5|0|0
"NAEE09001G"|1|3|0
"NAEE09001G"|2|0|0
"NAEE09001G"|3|2.4|0
"NAEE09001G"|4|2|0
"NAEE09001G"|5|0|2.2
"NAEE09002L"|1|0|0
"NAEE09002L"|2|0|0
"NAEE09002L"|3|0|0
"NAEE09002L"|4|0|0
"NAEE09002L"|5|1.3|0
"NAEE09003N"|1|0|0
"NAEE09003N"|2|6.3|0
"NAEE09003N"|3|0|0
"NAEE09003N"|4|0|4.5
"NAEE09003N"|5|0|0
"NAEE09101B"|1|3.9|2
"NAEE09101B"|2|0|0
"NAEE09101B"|3|0|0
"NAEE09101B"|4|0|0
"NAEE09101B"|5|1.6|1.6
"NAEE10101R"|1|.5|0
"NAEE10101R"|2|.5|.5
"NAEE10101R"|3|.5|1
"NAEE10101R"|4|0|1
"NAEE10101R"|5|0|0
"NAEE10201L"|1|0|1.6
"NAEE10201L"|2|1.1|1.1
"NAEE10201L"|3|0|0
"NAEE10201L"|4|1.2|1.8
"NAEE10201L"|5|0|0
"NAEE10301C"|1|0|1
"NAEE10301C"|2|.8|1.7
"NAEE10301C"|3|0|.4
"NAEE10301C"|4|.8|.8
"NAEE10301C"|5|.3|.3
"NAEE104018"|1|6.3|6.3
"NAEE104018"|2|2.7|3.3
"NAEE104018"|3|5|2.5
"NAEE104018"|4|3.7|2.9
"NAEE104018"|5|2.9|4.1
"NAEE105014"|1|0|0
"NAEE105014"|2|0|0
"NAEE105014"|3|0|0
"NAEE105014"|4|0|0
"NAEE105014"|5|0|0
"NAEE105025"|1|0|0
"NAEE105025"|2|0|0
"NAEE105025"|3|0|0
"NAEE105025"|4|0|0
"NAEE105025"|5|0|0
"NAEE10601X"|1|0|0
"NAEE10601X"|2|0|0
"NAEE10601X"|3|0|0
"NAEE10601X"|4|0|0
"NAEE10601X"|5|0|0
"NAEE106021"|1|0|0
"NAEE106021"|2|0|0
"NAEE106021"|3|0|0
"NAEE106021"|4|0|0
"NAEE106021"|5|0|0
"NAEE106054"|1|0|0
"NAEE106054"|2|0|0
"NAEE106054"|3|0|0
"NAEE106054"|4|0|0
"NAEE106054"|5|0|0
"NAEE10701Q"|1|2.7|2.7
"NAEE10701Q"|2|3|3
"NAEE10701Q"|3|2.6|3.8
"NAEE10701Q"|4|3.6|7.3
"NAEE10701Q"|5|1.1|1.1
"NAEE10702R"|1|0|11.8
"NAEE10702R"|2|6.7|0
"NAEE10702R"|3|12.9|6.5
"NAEE10702R"|4|12|0
"NAEE10702R"|5|0|3.7
"NAEE10801G"|1|0|2.5
"NAEE10801G"|2|0|0
"NAEE10801G"|3|1.7|0
"NAEE10801G"|4|0|0
"NAEE10801G"|5|0|2.2
"NAEE10805Q"|1|0|0
"NAEE10805Q"|2|0|0
"NAEE10805Q"|3|0|0
"NAEE10805Q"|4|0|0
"NAEE10805Q"|5|0|0
"NAEE10902C"|1|0|0
"NAEE10902C"|2|0|0
"NAEE10902C"|3|0|0
"NAEE10902C"|4|0|0
"NAEE10902C"|5|0|0
"NAEE10906L"|1|0|0
"NAEE10906L"|2|0|0
"NAEE10906L"|3|0|0
"NAEE10906L"|4|0|0
"NAEE10906L"|5|0|0
"NAEE10909Q"|1|0|0
"NAEE10909Q"|2|0|0
"NAEE10909Q"|3|0|0
"NAEE10909Q"|4|0|0
"NAEE10909Q"|5|0|0
"NAEE11001G"|1|0|0
"NAEE11001G"|2|0|0
"NAEE11001G"|3|0|0
"NAEE11001G"|4|0|0
"NAEE11001G"|5|0|0
"NAEE11002L"|1|0|0
"NAEE11002L"|2|0|0
"NAEE11002L"|3|0|0
"NAEE11002L"|4|0|0
"NAEE11002L"|5|0|0
"NAEE11003N"|1|0|0
"NAEE11003N"|2|0|0
"NAEE11003N"|3|0|0
"NAEE11003N"|4|0|0
"NAEE11003N"|5|0|0
"NAEE11006R"|1|0|0
"NAEE11006R"|2|0|0
"NAEE11006R"|3|0|0
"NAEE11006R"|4|0|0
"NAEE11006R"|5|0|0
"NAEE11101B"|1|1.9|0
"NAEE11101B"|2|1|2.9
"NAEE11101B"|3|0|5.9
"NAEE11101B"|4|1|1
"NAEE11101B"|5|0|2.7
"NAEE11102C"|1|0|3
"NAEE11102C"|2|0|2.3
"NAEE11102C"|3|2.2|8.9
"NAEE11102C"|4|4.7|9.3
"NAEE11102C"|5|4.2|2.1
"NAEE112017"|1|0|3
"NAEE112017"|2|0|4.5
"NAEE112017"|3|0|11.1
"NAEE112017"|4|0|4.5
"NAEE112017"|5|0|11.1
"NAEE112028"|1|2|2
"NAEE112028"|2|3.2|6.5
"NAEE112028"|3|5.6|2.8
"NAEE112028"|4|0|3.1
"NAEE112028"|5|2.9|2.9
"NAEE11208E"|1|0|42.1
"NAEE11208E"|2|0|18.2
"NAEE11208E"|3||
"NAEE11208E"|4|0|33.3
"NAEE11208E"|5|0|6.7
"NAEE113013"|1|11.4|7.6
"NAEE113013"|2|4.3|2.9
"NAEE113013"|3|2.3|1.1
"NAEE113013"|4|5.5|5.5
"NAEE113013"|5|0|0
"NAEE11401V"|1|2.6|2.6
"NAEE11401V"|2|.9|.9
"NAEE11401V"|3|.9|0
"NAEE11401V"|4|.9|0
"NAEE11401V"|5|0|0
"NAEE11501P"|1|0|6.5
"NAEE11501P"|2|0|0
"NAEE11501P"|3|0|0
"NAEE11501P"|4|0|1.3
"NAEE11501P"|5|0|0
"NAEE11504T"|1|0|0
"NAEE11504T"|2|0|0
"NAEE11504T"|3|1.4|0
"NAEE11504T"|4|0|0
"NAEE11504T"|5|0|0
"NAEE11601E"|1|.7|4.2
"NAEE11601E"|2|0|4.6
"NAEE11601E"|3|0|.8
"NAEE11601E"|4|0|1.6
"NAEE11601E"|5|.7|3
"NAEE11807C"|1|0|0
"NAEE11807C"|2|0|0
"NAEE11807C"|3|0|0
"NAEE11807C"|4|1.4|0
"NAEE11807C"|5|0|0
"NAEE11808D"|1|0|0
"NAEE11808D"|2|0|0
"NAEE11808D"|3|0|0
"NAEE11808D"|4|0|0
"NAEE11808D"|5|0|0
"NAEE119045"|1|0|0
"NAEE119045"|2|0|0
"NAEE119045"|3|0|0
"NAEE119045"|4|0|0
"NAEE119045"|5|0|0
"NAEE119056"|1|0|0
"NAEE119056"|2|0|0
"NAEE119056"|3|0|0
"NAEE119056"|4|0|0
"NAEE119056"|5|0|0
"NAEE121012"|1|0|2.7
"NAEE121012"|2|0|1.7
"NAEE121012"|3|1.1|1.1
"NAEE121012"|4|1.7|0
"NAEE121012"|5|0|0
"NAEE121067"|1|15.8|0
"NAEE121067"|2|3.7|3.7
"NAEE121067"|3|13.3|6.7
"NAEE121067"|4|0|0
"NAEE121067"|5|0|4.3
"NAEE12301N"|1|.7|2.2
"NAEE12301N"|2|.8|.8
"NAEE12301N"|3|1.2|.6
"NAEE12301N"|4|0|0
"NAEE12301N"|5|0|.7
"NAEE12401D"|1|0|2.1
"NAEE12401D"|2|0|7.1
"NAEE12401D"|3|0|0
"NAEE12401D"|4|0|4.8
"NAEE12401D"|5|0|2.3
"NAEE12402E"|1|0|8.5
"NAEE12402E"|2|0|4.3
"NAEE12402E"|3|0|5.7
"NAEE12402E"|4|0|0
"NAEE12402E"|5|0|1.4
"NAEE125019"|1|0|0
"NAEE125019"|2|0|0
"NAEE125019"|3|0|0
"NAEE125019"|4|0|0
"NAEE125019"|5|0|0
"NAEE126015"|1|2.4|0
"NAEE126015"|2|0|0
"NAEE126015"|3|0|0
"NAEE126015"|4|4.2|0
"NAEE126015"|5|2.6|0
"NAEE126037"|1|0|0
"NAEE126037"|2|0|0
"NAEE126037"|3|0|0
"NAEE126037"|4|0|0
"NAEE126037"|5|0|0
"NAEE127011"|1|1|1
"NAEE127011"|2|0|0
"NAEE127011"|3|0|0
"NAEE127011"|4|0|0
"NAEE127011"|5|0|0
"NAEE127022"|1|0|0
"NAEE127022"|2|0|0
"NAEE127022"|3|0|0
"NAEE127022"|4|0|0
"NAEE127022"|5|0|0
"NAEE128062"|1|0|1
"NAEE128062"|2|0|0
"NAEE128062"|3|0|0
"NAEE128062"|4|0|0
"NAEE128062"|5|0|0
"NAEE12901L"|1|3.2|2.2
"NAEE12901L"|2|0|2.5
"NAEE12901L"|3|2.2|0
"NAEE12901L"|4|1.1|1.1
"NAEE12901L"|5|1|0
"NAEE13001R"|1|0|0
"NAEE13001R"|2|0|1.3
"NAEE13001R"|3|0|0
"NAEE13001R"|4|0|0
"NAEE13001R"|5|0|0
"NAEE13101L"|1|0|0
"NAEE13101L"|2|0|0
"NAEE13101L"|3|0|0
"NAEE13101L"|4|0|1.2
"NAEE13101L"|5|0|1.4
"NAEE13201C"|1|4.7|2.8
"NAEE13201C"|2|3.5|1.8
"NAEE13201C"|3|2.1|4.1
"NAEE13201C"|4|1.1|0
"NAEE13201C"|5|0|1.9
"NAEE133018"|1|0|4.7
"NAEE133018"|2|0|2.8
"NAEE133018"|3|0|0
"NAEE133018"|4|3.7|1.9
"NAEE133018"|5|.7|.7
"NAEE134014"|1|0|4.1
"NAEE134014"|2|0|0
"NAEE134014"|3|0|0
"NAEE134014"|4|0|0
"NAEE134014"|5|0|0
"NAEE134036"|1|0|0
"NAEE134036"|2|0|0
"NAEE134036"|3|0|0
"NAEE134036"|4|3.2|0
"NAEE134036"|5|0|3.1
"NAEE13501X"|1|0|2.5
"NAEE13501X"|2|0|2.2
"NAEE13501X"|3|0|0
"NAEE13501X"|4|0|2.3
"NAEE13501X"|5|0|1.8
"NAEE135032"|1|0|6.3
"NAEE135032"|2|0|4.3
"NAEE135032"|3|0|0
