codice_scuola|pc_desktop|pc_laptop|lim_aula|lim_laboratorio|lim_mobili|paule_lan|paule_wifi
"NAMM84601B"|"12,00"|"1,00"|"3,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NAMM847017"|"16,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAMM848013"|"31,00"|"6,00"|"3,00"|"2,00"|"1,00"|"1,00"|"0,00"
"NAMM84901V"|"60,00"|"4,00"|"0,00"|"0,00"|"2,00"|"1,00"|"1,00"
"NAMM850013"|"20,00"|"4,00"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAMM85101V"|"0,00"|"0,00"|"3,00"|"2,00"|"0,00"|"0,00"|"0,00"
"NAMM85201P"|"20,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAMM85301E"|"25,00"|"24,00"|"18,00"|"3,00"|"0,00"|"0,00"|"1,00"
"NAMM85401A"|"24,00"|"2,00"|"0,00"|"1,00"|"1,00"|"0,00"|"0,00"
"NAMM855016"|"0,00"|"3,00"|"3,00"|"2,00"|"0,00"|"0,38"|"0,00"
"NAMM856012"|"40,00"|"3,00"|"3,00"|"0,00"|"0,00"|"0,00"|"1,00"
"NAMM85701T"|"48,00"|"15,00"|"8,00"|"2,00"|"1,00"|"0,00"|"1,00"
"NAMM85801N"|"22,00"|"4,00"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAMM85901D"|"13,00"|"4,00"|"7,00"|"0,00"|"0,00"|"0,58"|"0,00"
"NAMM86001N"|"32,00"|"0,00"|"3,00"|"1,00"|"0,00"|"0,00"|"1,00"
"NAMM86101D"|"0,00"|"10,00"|"2,00"|"0,00"|"0,00"|"0,00"|"1,00"
"NAMM862019"|"25,00"|"8,00"|"8,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NAMM863015"|"32,00"|"3,00"|"3,00"|"1,00"|"0,00"|"1,00"|"0,00"
"NAMM864011"|"19,00"|"16,00"|"4,00"|"1,00"|"0,00"|"0,00"|"1,00"
"NAMM86501R"|"32,00"|"7,00"|"8,00"|"2,00"|"0,00"|"0,40"|"0,00"
"NAMM86601L"|"74,00"|"5,00"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAMM86701C"|"30,00"|"4,00"|"5,00"|"1,00"|"0,00"|"1,00"|"1,00"
"NAMM868018"|"18,00"|"18,00"|"0,00"|"1,00"|"0,00"|"1,00"|"0,00"
"NAMM869014"|"69,00"|"3,00"|"1,00"|"0,00"|"0,00"|"0,02"|"0,02"
"NAMM870018"|"11,00"|"18,00"|"3,00"|"0,00"|"1,00"|"0,00"|"1,00"
"NAMM871014"|"20,00"|"2,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAMM87201X"|"14,00"|"1,00"|"3,00"|"1,00"|"0,00"|"0,00"|"0,12"
"NAMM87301Q"|"20,00"|"1,00"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAMM87401G"|"39,00"|"4,00"|"3,00"|"0,00"|"0,00"|"0,00"|"1,00"
"NAMM87501B"|"34,00"|"9,00"|"7,00"|"2,00"|"0,00"|"0,00"|"1,00"
"NAMM876017"|"47,00"|"4,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"
"NAMM87801V"|"0,00"|"0,00"|"5,00"|"1,00"|"0,00"|"0,23"|"0,00"
"NAMM88001V"|"22,00"|"6,00"|"6,00"|"0,00"|"0,00"|"0,00"|"0,11"
"NAMM88101P"|"40,00"|"20,00"|"3,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NAMM88201E"|"20,00"|"20,00"|"5,00"|"0,00"|"0,00"|"0,35"|"0,00"
"NAMM88202G"|"20,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAMM884016"|"11,00"|"3,00"|"0,00"|"2,00"|"1,00"|"0,00"|"1,00"
"NAMM885012"|"10,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAMM88701N"|"50,00"|"5,00"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAMM88801D"|"12,00"|"7,00"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAMM889019"|"11,00"|"2,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAMM89001D"|"22,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"1,00"
"NAMM892015"|"8,00"|"2,00"|"3,00"|"0,00"|"4,00"|"0,00"|"0,00"
"NAMM893011"|"13,00"|"5,00"|"3,00"|"0,00"|"0,00"|"0,21"|"0,00"
"NAMM89601C"|"33,00"|"0,00"|"3,00"|"2,00"|"0,00"|"0,00"|"0,00"
"NAMM897018"|"35,00"|"4,00"|"4,00"|"1,00"|"0,00"|"1,00"|"0,00"
"NAMM898014"|"15,00"|"7,00"|"6,00"|"0,00"|"1,00"|"0,00"|"0,00"
"NAMM89901X"|"42,00"|"9,00"|"3,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NAMM8A001L"|"78,00"|"11,00"|"0,00"|"2,00"|"0,00"|"0,13"|"0,13"
"NAMM8A101C"|"0,00"|"2,00"|"0,00"|"3,00"|"0,00"|"0,00"|"0,00"
"NAMM8A2018"|"28,00"|"2,00"|"3,00"|"0,00"|"1,00"|"0,20"|"0,00"
"NAMM8A3014"|"29,00"|"2,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAMM8A401X"|"26,00"|"14,00"|"5,00"|"0,00"|"0,00"|"0,00"|"0,69"
"NAMM8A501Q"|"0,00"|"0,00"|"3,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NAMM8A601G"|"0,00"|"0,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAMM8AB018"|"56,00"|"24,00"|"3,00"|"1,00"|"0,00"|"1,00"|"0,00"
"NAMM8AD01X"|"27,00"|"9,00"|"4,00"|"0,00"|"0,00"|"0,22"|"0,22"
"NAMM8AE01Q"|"36,00"|"2,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,55"
"NAMM8AF01G"|"44,00"|"23,00"|"6,00"|"2,00"|"1,00"|"1,00"|"0,00"
"NAMM8AG01B"|"30,00"|"4,00"|"4,00"|"0,00"|"1,00"|"0,00"|"0,44"
"NAMM8AH017"|"19,00"|"2,00"|"3,00"|"1,00"|"0,00"|"0,00"|"0,21"
"NAMM8AJ013"|"30,00"|"7,00"|"7,00"|"0,00"|"0,00"|"0,52"|"0,00"
"NAMM8AL01C"|"51,00"|"11,00"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAMM8AM018"|"3,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NAMM8AN014"|"7,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAMM8AQ01Q"|"10,00"|"2,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAMM8AR01G"|"23,00"|"2,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NAMM8AS01B"|"13,00"|"3,00"|"3,00"|"0,00"|"0,00"|"0,33"|"0,00"
"NAMM8AU013"|"33,00"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAMM8AU024"|"0,00"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAMM8AW01C"|"66,00"|"26,00"|"4,00"|"2,00"|"0,00"|"0,00"|"0,00"
"NAMM8AY014"|"51,00"|"10,00"|"6,00"|"3,00"|"1,00"|"1,00"|"0,00"
"NAPC010002"|"15,00"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAPC02000L"|"60,00"|"10,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NAPC029014"|"1,00"|"15,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAPC036017"|"90,00"|"6,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NAPC057018"|"0,00"|"0,00"|"0,00"|"2,00"|"0,00"|"0,00"|"0,00"
"NAPC060003"|"85,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"
"NAPC09000V"|"28,00"|"18,00"|"0,00"|"1,00"|"1,00"|"0,46"|"0,00"
"NAPC150009"|"56,00"|"10,00"|"0,00"|"3,00"|"1,00"|"1,00"|"0,00"
"NAPC19000Q"|"57,00"|"21,00"|"0,00"|"0,00"|"7,00"|"0,57"|"0,01"
"NAPC230001"|"54,00"|"4,00"|"0,00"|"1,00"|"3,00"|"0,58"|"0,00"
"NAPM010006"|"93,00"|"12,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NAPM02000R"|"32,00"|"10,00"|"0,00"|"0,00"|"2,00"|"1,00"|"1,00"
"NAPM02601R"|"19,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAPM02701L"|"104,00"|"3,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"
"NAPM02801C"|"0,00"|"6,00"|"0,00"|"2,00"|"0,00"|"1,00"|"0,00"
"NAPM03901V"|"102,00"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAPM04301E"|"90,00"|"8,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NAPM05000L"|"63,00"|"39,00"|"0,00"|"0,00"|"3,00"|"0,08"|"0,00"
"NAPM07000T"|"106,00"|"45,00"|"0,00"|"4,00"|"3,00"|"0,05"|"0,27"
"NAPM10000C"|"66,00"|"25,00"|"0,00"|"1,00"|"1,00"|"1,00"|"1,00"
"NAPM160004"|"37,00"|"6,00"|"0,00"|"0,00"|"3,00"|"0,00"|"0,09"
"NAPM230005"|"48,00"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAPQ01000A"|"12,00"|"15,00"|"3,00"|"1,00"|"0,00"|"1,00"|"1,00"
"NAPS00601E"|"62,00"|"3,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NAPS010005"|"99,00"|"11,00"|"0,00"|"0,00"|"0,00"|"0,25"|"0,00"
"NAPS011012"|"16,00"|"5,00"|"2,00"|"0,00"|"0,00"|"1,00"|"1,00"
"NAPS01901L"|"14,00"|"9,00"|"0,00"|"0,00"|"0,00"|"1,00"|"1,00"
"NAPS02000Q"|"144,00"|"26,00"|"0,00"|"4,00"|"0,00"|"0,72"|"0,00"
"NAPS02201C"|"86,00"|"2,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,70"
"NAPS02601Q"|"23,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAPS02701G"|"77,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NAPS029017"|"1,00"|"15,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAPS03000A"|"128,00"|"11,00"|"0,00"|"4,00"|"3,00"|"0,96"|"0,00"
"NAPS032013"|"156,00"|"4,00"|"0,00"|"1,00"|"3,00"|"1,00"|"0,00"
"NAPS03601A"|"90,00"|"3,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NAPS037016"|"107,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAPS03901T"|"68,00"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAPS04201N"|"250,00"|"11,00"|"0,00"|"0,00"|"0,00"|"0,50"|"0,00"
"NAPS04301D"|"18,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NAPS046011"|"45,00"|"12,00"|"0,00"|"1,00"|"0,00"|"1,00"|"1,00"
"NAPS046022"|"39,00"|"7,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAPS04801L"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NAPS04901C"|"120,00"|"6,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NAPS052018"|"30,00"|"3,00"|"0,00"|"1,00"|"0,00"|"0,00"|"1,00"
"NAPS053014"|"86,00"|"6,00"|"0,00"|"1,00"|"0,00"|"1,00"|"0,00"
"NAPS07000R"|"96,00"|"9,00"|"2,00"|"2,00"|"0,00"|"0,62"|"0,62"
"NAPS08000B"|"43,00"|"0,00"|"3,00"|"1,00"|"0,00"|"1,00"|"0,00"
"NAPS090002"|"30,00"|"24,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NAPS10000B"|"126,00"|"3,00"|"0,00"|"2,00"|"0,00"|"0,08"|"0,00"
"NAPS110002"|"46,00"|"29,00"|"12,00"|"6,00"|"7,00"|"0,27"|"0,27"
"NAPS12000L"|"126,00"|"16,00"|"0,00"|"0,00"|"0,00"|"0,96"|"0,00"
"NAPS12001N"|"3,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"
"NAPS130007"|"64,00"|"21,00"|"0,00"|"1,00"|"3,00"|"1,00"|"0,00"
"NAPS14000T"|"114,00"|"2,00"|"0,00"|"5,00"|"1,00"|"0,32"|"0,00"
"NAPS15000C"|"63,00"|"14,00"|"0,00"|"0,00"|"1,00"|"0,00"|"1,00"
"NAPS180008"|"34,00"|"47,00"|"10,00"|"2,00"|"0,00"|"1,00"|"0,00"
"NAPS22000D"|"25,00"|"3,00"|"0,00"|"1,00"|"2,00"|"0,98"|"0,00"
"NAPS24000P"|"85,00"|"1,00"|"0,00"|"1,00"|"0,00"|"1,00"|"0,00"
"NAPS26000X"|"69,00"|"43,00"|"0,00"|"2,00"|"0,00"|"1,00"|"0,00"
"NAPS32000A"|"175,00"|"57,00"|"12,00"|"4,00"|"0,00"|"0,85"|"0,00"
"NAPS32001B"|"22,00"|"5,00"|"0,00"|"1,00"|"1,00"|"0,00"|"0,00"
"NAPS36000R"|"60,00"|"8,00"|"0,00"|"1,00"|"0,00"|"1,00"|"0,00"
"NARC006013"|"75,00"|"10,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NARC01101E"|"32,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NARC01802A"|"170,00"|"12,00"|"2,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NARC048015"|"34,00"|"1,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NARC070009"|"154,00"|"8,00"|"0,00"|"0,00"|"3,00"|"0,62"|"0,00"
"NARC07050P"|"109,00"|"7,00"|"0,00"|"0,00"|"2,00"|"1,00"|"0,00"
"NARC092017"|"75,00"|"5,00"|"0,00"|"1,00"|"4,00"|"1,00"|"0,00"
"NARC10000X"|"108,00"|"2,00"|"4,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NARC100509"|"12,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NARC120005"|"144,00"|"2,00"|"0,00"|"1,00"|"0,00"|"1,00"|"0,00"
"NARC150001"|"88,00"|"3,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NARE01000L"|"57,00"|"10,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NARH01000V"|"66,00"|"4,00"|"0,00"|"0,00"|"3,00"|"0,14"|"0,00"
"NARH02000D"|"26,00"|"12,00"|"0,00"|"2,00"|"0,00"|"0,06"|"0,06"
"NARH06000X"|"144,00"|"10,00"|"1,00"|"0,00"|"0,00"|"0,00"|"1,00"
"NARH07000E"|"65,00"|"17,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,33"
"NARH11000Q"|"15,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NARI004014"|"24,00"|"0,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NARI020012"|"35,00"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NARI02050A"|"260,00"|"32,00"|"0,00"|"1,00"|"2,00"|"0,00"|"0,00"
"NARI05000R"|"80,00"|"3,00"|"0,00"|"1,00"|"0,00"|"0,33"|"0,00"
"NARI050506"|"80,00"|"3,00"|"0,00"|"1,00"|"0,00"|"0,33"|"0,00"
"NARI05101N"|"108,00"|"16,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NARI070002"|"149,00"|"21,00"|"0,00"|"1,00"|"0,00"|"1,00"|"0,03"
"NARI09301Q"|"119,00"|"25,00"|"1,00"|"1,00"|"0,00"|"0,00"|"1,00"
"NARI093515"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"
"NARI09401G"|"18,00"|"9,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NARI097013"|"57,00"|"5,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NARI097024"|"50,00"|"8,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,42"
"NARI22000P"|"120,00"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NARM01702P"|"20,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,18"|"0,00"
"NASD020006"|"180,00"|"16,00"|"0,00"|"1,00"|"2,00"|"0,00"|"0,00"
"NASD03000R"|"68,00"|"6,00"|"0,00"|"0,00"|"0,00"|"0,04"|"0,75"
"NASD04000B"|"46,00"|"14,00"|"0,00"|"0,00"|"3,00"|"0,50"|"0,00"
"NASL010002"|"40,00"|"4,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NASL03201X"|"0,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NATD01101T"|"31,00"|"10,00"|"0,00"|"1,00"|"0,00"|"0,27"|"0,27"
"NATD01801L"|"65,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NATD01901C"|"52,00"|"9,00"|"0,00"|"0,00"|"0,00"|"1,00"|"1,00"
"NATD022018"|"56,00"|"4,00"|"0,00"|"2,00"|"0,00"|"0,00"|"1,00"
"NATD030006"|"160,00"|"21,00"|"1,00"|"0,00"|"3,00"|"1,00"|"0,00"
"NATD037012"|"80,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NATD04201D"|"250,00"|"11,00"|"0,00"|"0,00"|"0,00"|"0,50"|"0,00"
"NATD05000B"|"113,00"|"13,00"|"0,00"|"1,00"|"0,00"|"0,50"|"0,00"
"NATD052014"|"98,00"|"22,00"|"1,00"|"2,00"|"0,00"|"0,00"|"1,00"
"NATD060002"|"145,00"|"40,00"|"0,00"|"0,00"|"2,00"|"1,00"|"1,00"
"NATD07000L"|"335,00"|"6,00"|"0,00"|"0,00"|"0,00"|"0,30"|"1,00"
"NATD090507"|"140,00"|"18,00"|"0,00"|"1,00"|"1,00"|"0,00"|"0,00"
"NATD100007"|"175,00"|"15,00"|"0,00"|"3,00"|"0,00"|"1,00"|"0,00"
"NATD130003"|"85,00"|"6,00"|"0,00"|"0,00"|"3,00"|"0,22"|"1,00"
"NATD180004"|"145,00"|"12,00"|"3,00"|"0,00"|"1,00"|"0,87"|"0,93"
"NATD24000E"|"178,00"|"41,00"|"1,00"|"2,00"|"1,00"|"1,00"|"0,00"
"NATD24001G"|"24,00"|"24,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"NATD26000Q"|"330,00"|"12,00"|"0,00"|"0,00"|"0,00"|"1,00"|"1,00"
"NATD300001"|"96,00"|"8,00"|"1,00"|"2,00"|"2,00"|"0,09"|"0,00"
"NATD320006"|"70,00"|"5,00"|"3,00"|"2,00"|"1,00"|"0,00"|"1,00"
"NATD33000R"|"220,00"|"141,00"|"0,00"|"1,00"|"3,00"|"0,28"|"0,00"
"NATD350002"|"110,00"|"11,00"|"0,00"|"0,00"|"3,00"|"0,00"|"0,86"
"NATE020003"|"60,00"|"7,00"|"0,00"|"6,00"|"0,00"|"1,00"|"1,00"
"NATF004011"|"60,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NATF010007"|"98,00"|"0,00"|"0,00"|"2,00"|"1,00"|"0,00"|"0,00"
"NATF02000T"|"495,00"|"39,00"|"0,00"|"1,00"|"3,00"|"0,02"|"0,00"
"NATF020507"|"56,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NATF040003"|"108,00"|"3,00"|"0,00"|"4,00"|"1,00"|"0,00"|"0,00"
"NATF04050C"|"108,00"|"5,00"|"0,00"|"4,00"|"1,00"|"0,00"|"0,00"
"NATF05000N"|"660,00"|"15,00"|"0,00"|"1,00"|"3,00"|"0,00"|"0,20"
"NATF07000V"|"87,00"|"18,00"|"0,00"|"0,00"|"1,00"|"0,05"|"0,94"
"NATF070508"|"87,00"|"18,00"|"0,00"|"1,00"|"0,00"|"0,00"|"1,00"
"NATF089011"|"13,00"|"5,00"|"0,00"|"1,00"|"3,00"|"0,00"|"0,00"
"NATF091011"|"42,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NATF10000D"|"210,00"|"13,00"|"1,00"|"3,00"|"1,00"|"0,05"|"0,00"
"NATF110004"|"136,00"|"15,00"|"0,00"|"0,00"|"9,00"|"0,11"|"0,08"
"NATF130009"|"63,00"|"10,00"|"1,00"|"2,00"|"0,00"|"1,00"|"0,00"
"NATF14000X"|"301,00"|"19,00"|"0,00"|"0,00"|"3,00"|"0,00"|"0,00"
"NATF15000E"|"570,00"|"15,00"|"0,00"|"3,00"|"0,00"|"0,00"|"0,00"
"NATF17000Q"|"190,00"|"17,00"|"0,00"|"3,00"|"1,00"|"1,00"|"1,00"
"NATH00301L"|"66,00"|"16,00"|"0,00"|"1,00"|"3,00"|"1,00"|"1,00"
"NATH01701E"|"25,00"|"11,00"|"0,00"|"3,00"|"0,00"|"0,00"|"0,00"
"NATL01000B"|"74,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NATL020002"|"40,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NAVC010009"|"45,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA004015"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NOAA004026"|"6,00"|"1,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NOAA004037"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"NOAA00602T"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA00603V"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA00801C"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA00802D"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA01001C"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA01003E"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA01004G"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA01005L"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA01501G"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA01503N"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA015113"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA02901D"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA02902E"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA804014"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA804025"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA80601Q"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA80602R"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA80603T"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA80701G"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA80703N"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA80704P"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA80705Q"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA80801B"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA809017"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA81001B"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA811017"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA811028"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA811039"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA812013"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA812024"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA81401P"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA81402Q"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA81403R"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA81404T"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA81406X"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA814071"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA814082"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA81501E"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA81503L"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA817016"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA817049"|"17,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA818012"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA81901T"|"7,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,33"|"0,00"
"NOAA81902V"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA81903X"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA819041"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,50"|"0,00"
"NOAA819063"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA819074"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA819085"|"2,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA820012"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA820023"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"NOAA820034"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
